,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
633,makes,[-0.1741747772321105],[0.0208745694358941],-1.0,,
634,male,[0.2619917169213295],[0.0824208421301176],1.0,,0.0
635,man,"[0.0121096649672836, 0.1447699964046478, 0.0527871241793036, -0.0679831248708069, 0.2000939125136938, -0.1051116971066221, -0.0438380818814039, 0.0829517072997987, 0.0315134197007864, -0.1154374169418588, -0.0253258901648223, -0.1272801905870437, 0.0038752873078919, 0.0244997298868838, -0.0008480716205667, 0.0181803963059792]","[-0.0342765244379622, 0.0037171014845989, -0.0424416452363861, 0.0258081116264875, -0.0254725716232764, -0.0183796233724148, 0.0053398318951075, 0.0059582034320734, 0.0086152297542983, -0.0623848382231532, 0.018782428787416, -0.0613740641374186, 0.006014556353684, 0.0135755875762419, 0.0030005983320656, 0.0144286000515677]",0.21658508195219198,0.24708354911674918,0.25134376258717006
636,manage,[-0.0088052811333909],[0.0049062063979136],-1.0,,
637,manager,"[0.0905747418291866, -0.0127202159492298]","[0.0856151748826848, 0.0126205573196516]",0.9594131215577624,1.0,0.21617483024345172
638,manner,[0.0968981464393436],[0.1327833688141855],1.0,,0.0
639,mannered,[0.0359755936078727],[0.0122037569031342],1.0,,0.0
640,many,"[-0.0812412083614617, -0.0813703284948133, -0.0023396203760057, -0.0303557820152491, -0.0293725075898692, -0.0080673465272411]","[0.0249083305989529, 0.0361580632923396, 0.0137498678341553, -0.0068549840012592, 0.0009252455095493, 0.0277911074996588]",-0.7575918264370829,-0.44699703705266186,0.5408497691802667
641,marathon,[-0.0021031775977462],[-0.0034430003679944],1.0,,
642,markets,[-0.0435570137924514],[-0.0443752388151334],1.0,,
643,married,[-0.0005877404182683],[-0.0001812227150694],1.0,,
644,math,[0.230907376477262],[0.0176451243470125],1.0,,0.0
645,mathematician,[0.4652236965484917],[0.1419920602081071],1.0,,0.0
646,me,"[0.2116771661676466, -0.0449822457449045, 0.0073237805627286, 0.0349139400059357]","[-0.0121434415557093, -0.071945106490721, -0.0142531250637176, -0.0344347702671907]",-0.03566535041434778,0.679833899178764,0.2189329323868635
647,mean,[0.4804365275194868],[0.1268004966778165],1.0,,0.0
648,mediteranean,[0.0643691290024435],[-0.0334966724720603],-1.0,,
649,meeting,[0.019315677229315],[-0.0231600316295377],-1.0,,
650,melodic,[0.238246539607644],[-0.0169733972426588],-1.0,,
651,member,[-0.0713418839150108],[-0.0020880116038316],1.0,,
652,men,"[0.1115957680158317, 0.1057939235470257]","[0.0194947187323036, -0.0225012622490537]",-0.04477196603591339,1.0,0.4566071492785701
653,mentioned,[-0.004821514012292],[0.0374833635096191],-1.0,,
654,mess,"[-0.04130255500786, -0.0497784444596618]","[0.0045623531886767, 0.0040777568237584]",-0.9889467714356905,1.0,0.4478983549596892
655,message,[-0.1125115741597255],[-0.0042209117824394],1.0,,
656,met,"[-0.0218016294966219, 0.0644929002155549]","[-0.0042324493106586, 0.0127037506096639]",0.9999903750935818,1.0,0.0
657,microwave,[-0.0623117690356593],[-0.0180883677116487],1.0,,
658,midwife,[0.1674958240473643],[0.1654999468148097],1.0,,0.0
659,might,[-0.0145640901755541],[-0.0085831208951162],1.0,,
660,mild,[0.054912170395255],[0.0420605481414886],1.0,,0.0
661,million,[0.0054792569135315],[0.0366661405316593],1.0,,0.0
662,missed,[0.0509055162547156],[0.0897354396999804],1.0,,0.0
663,model,[-0.0419520174036733],[0.0411537825246882],-1.0,,
664,mohammed,[0.1303001355845481],[-0.0156663399927215],-1.0,,
665,monkey,[-0.1149364224329474],[-0.1576594393961018],1.0,,
666,monotheistic,[0.130206266832829],[0.0904361323310441],1.0,,0.0
667,month,[0.0132472278783097],[0.0040905005192569],1.0,,0.0
668,most,"[-0.0657183276489377, -0.0023211636580526, 0.0409188182675279, 0.0142919528298079, -0.0669329702213872, -0.0304293711669743]","[-0.0608366640013195, -0.0015312295273425, -0.0343570499424129, -0.0068678519530322, -0.0120009893712072, 0.0114213039137051]",0.37991773730224737,0.18229788176232886,0.35259071309615614
669,mostly,[0.0362218981608748],[-0.0056554866493918],-1.0,,
670,mother,"[-0.1437499542953446, -0.0115903366822749, -0.0266173876201113]","[0.0272579637406299, 0.0542370589153489, 0.0542370589153489]",-0.5018178708931493,0.9945938448407333,0.2749891840109598
671,motivated,[-0.0320297388825565],[-0.0335979472760101],1.0,,
672,mountains,[-0.1266555229522055],[-0.160489368007421],1.0,,
673,mouse,[-0.0086638666689395],[-0.2950135625278736],1.0,,
674,movie,[-0.1032798068772535],[-0.0255130191070774],1.0,,
675,muscular,[0.4899896662682295],[0.023000496353494],1.0,,0.0
676,museum,[-0.1001682492205873],[-0.0288863854738488],1.0,,
677,must,[0.0287186300265602],[-0.0047002278020318],-1.0,,
678,my,"[0.0206253243377432, -0.0007490027928724, -0.0128266244428232, -0.0552192726172506, -0.0303732301836134, -0.0180433636269299]","[-0.0166122671959587, 0.0015431089194249, -0.003358079463922, -0.0044792026137861, 0.0070080551529249, 0.0007861678448938]",-0.21157011432368375,-0.5060218453408681,0.42906855969647995
679,nasty,[0.3605878778762417],[0.1742079464793635],1.0,,0.0
680,nation,"[0.094382205279544, -0.0290555187966674, 0.0840481675695627]","[0.088082843532065, 0.010526100325601, 0.0530371804950644]",0.9300449606871372,0.9239344409696024,0.17275894175123857
681,native,[-0.0328267044096719],[-0.0180889429705272],1.0,,
682,nature,[-0.0571917673805728],[-0.0232209881080092],1.0,,
683,near,[-0.0261274969670921],[-0.0302511737730444],1.0,,
684,necessary,[0.1365320335607975],[0.0961900323055408],1.0,,0.0
685,nepali,[-0.0229771146550774],[0.0073508195272195],-1.0,,
686,nerds,[0.3280753383442061],[0.0295795318590944],1.0,,0.0
687,never,[0.0140874410280957],[-0.0458431807772034],-1.0,,
688,new,"[0.0397289051907137, 0.0345803894015261, -0.0519027592381462, -0.0348244483247981]","[0.0910851996553235, 0.0002121322915667, 0.0127524403683752, 0.0174445714485238]",0.3079954308474695,0.47094563871934303,0.45223798073402843
689,newspaper,[-0.1178829097189009],[0.0622957178286924],-1.0,,
690,next,[-0.0408607913414016],[-0.0107214620805809],1.0,,
691,nice,"[-0.0234105367999291, -0.01342869841028]","[-0.0127571590549172, -0.0004727027484146]",0.8852533657731233,1.0,0.0
692,no,[-0.0527581086644204],[0.0776843846617791],-1.0,,
693,noise,[0.0341126863495446],[-9.326314007114987e-05],-1.0,,
694,nomads,[0.2754238251363858],[-0.017250953591054],-1.0,,
695,norms,[0.0153708516154438],[-0.0563911175816482],-1.0,,
696,norway,[0.0790853798389434],[0.0808579220052227],1.0,,0.0
697,not,"[-0.1637313738465309, -0.0737564056180417, 0.1256309881428023, 0.0870103975175879, 0.1503059892565943, -0.0026274981210008, 0.0042834710329771]","[0.0240827357957935, -0.0201308347368142, 0.1350517687963163, -0.0420181748964303, 0.0494788489686212, 0.0155860670418647, -0.0226841620170022]",0.41723681151811,0.3873679870138335,0.38348845243691687
698,notebook,[-0.1275398146754014],[-0.1998062162184932],1.0,,
699,novelty,[0.0097774793393909],[-0.0067172175885647],-1.0,,
700,obvious,[0.1083258133148774],[0.0360730291885863],1.0,,0.0
701,obviously,[0.0640503361355513],[0.002866107156462],1.0,,0.0
702,ocean,[-0.1812744234339334],[0.024625052797757],-1.0,,
703,of,"[0.0303626838140189, -0.0063272730913013, -0.0340017289854586, -0.0518153001903556, -0.0173733194824308, 0.0035021782387048, 0.1867496636696159, -0.0979971555061638, 0.0918820426450111, 0.0513061974197626, 0.0362597676939913, -0.0568043356761336, 0.0042989503126591, -0.0269827016163617, -0.0181221257080324, 0.0468674657749943, -0.0072319146711379, -0.1026692518498748, -0.0348990603815764, 0.1102070052875205, -0.0064153915736824, 0.0022387710632756, 0.015382787620183, -0.0094840470701456, -0.0613015494309365, -0.0432273235055618, 0.1608027407637564, 0.0167876310297288, 0.0318124007317237, -0.0422304631210863, 0.070404396392405, 0.1161807456519454, 0.0003660320071503, 0.1059005793649703, 0.0475474285776726, -0.0124552182642219, 0.0567282077099662, -0.0504036233614897, -0.0134767277631908, -0.0404372177727054, 0.0581582945305854, 0.1193020598730072, 0.0412605442106723, 0.0593778520124033, -0.0005706969532184, 0.0199600894702598, -0.0778906634077429, 0.0751729955663904, 0.1036969244014471, 0.0281840557581745, 0.011496072274167]","[-0.0072150805485054, 0.0152454731624023, 0.0341915559023799, -0.0285937789244252, 0.00887548304008, 0.0114643686502007, -0.040679857687379, 0.0249792412175879, -0.0068270771482828, 0.0052031227447993, 0.0460421988164972, 0.0448075249522647, -0.0292631523490697, 0.0071169457341639, 0.0165452766234707, -0.0240277010854396, 0.0328410172088353, -0.008063160848867, -0.071291576550274, -0.0137582669138512, 0.0036200179762806, 0.0036200179762806, 0.0394974883410207, 0.0059984847766111, -0.0374109942968277, 0.0302099269052631, 0.0302099269052631, 0.0255742355193448, 0.0255742355193448, 0.1002846707669825, 0.1002846707669825, 0.0186862710790137, -0.0042366337703326, 0.0157810251461132, -0.0028596107196775, 0.0023307153097168, 0.0867179595941944, -0.0197392786693823, 0.0021540690310296, -0.0221812858888521, 0.0954482705723662, -0.0467144878069681, 0.0458612858551265, -0.01063606617364, 0.0410926294675452, -0.0488055707066968, -0.0271679743281967, 0.0737505233370469, 0.0063347890566864, 0.0238219247626503, 0.0238219247626503]",0.14650361325136227,0.07107760438636625,0.24637746072829406
704,off,"[0.014968647621572, 0.0381315224803984]","[-0.0026811360273444, -0.0129598425025435]",-0.9855732917559686,-1.0,0.5962418580621182
705,often,"[0.0444769507739692, 0.0685150902718305, 0.0026100641116499, 0.0535653484985232, 0.0139406489615794, 0.0245274462504312]","[-0.0127434492915189, 0.0224817827380099, -0.0212170608106441, 0.0032373665520725, -0.0209529368951958, -0.0237124954967247]",0.04641890835163089,0.8937828451437874,0.25179721696782686
706,old,[0.2994684433870134],[0.0418803334042777],1.0,,0.0
707,on,"[0.0483169451472349, 0.0201686802174663, 0.1683616117225028, -0.0069991522468626, 0.2050591472216183, -0.0089688864536583, 0.0874848106141144, -0.0736801852472126, 0.0102745902950118, -0.0147613246372202, 0.0575694906874559]","[0.0462965605575394, -0.001495453644519, 0.0175418488760824, -0.0113132614801799, -0.0201989864128507, -0.0101339524114208, 0.0323302015103893, -0.0324289460945004, 0.0016729079939798, 0.046944274256753, -0.0084040176034689]",0.20240807510305614,0.11461307279183684,0.28231665182029936
708,one,"[-0.1351355583174154, 0.0047727093333378]","[-0.0050115452953867, 0.0025882601900108]",0.9041437493412925,1.0,0.0
709,online,[-0.1227432027226314],[-0.0768967374218322],1.0,,
710,only,"[0.0339750805869698, 0.0830496837152168, 0.0415542669616115]","[0.0048137071977548, -0.023570595847642, 0.0235378484444751]",-0.24514660421929008,-0.8526835379464823,0.48041638693700933
711,opera,"[-0.0529295338783413, -0.0303189842961728]","[0.0344771730777249, 0.0302480588963023]",-0.9800748047088685,-1.0,0.4838116696034405
712,opinions,[-0.1621016741264611],[-0.0667809646329214],1.0,,
713,opportunity,[0.0403579601552337],[0.0475886059613382],1.0,,0.0
714,orders,[-0.0392397628747858],[0.0615068530031023],-1.0,,
715,organized,[0.182879319647327],[-0.0469687257587824],-1.0,,
716,origin,[0.009438024717383],[0.053398002017358],1.0,,0.0
717,orinigated,[-0.1528850549948401],[-0.0467676739190229],1.0,,
718,our,"[0.0083278733945917, 0.0595718400727491, 0.0365487062372267]","[-0.0244213076052713, -0.0118241013994008, 0.0022013896214873]",-0.43178019223579156,0.523648907783942,0.26837942135757803
719,out,"[-0.0039653312414884, 0.0115329858381301, -0.0079952609958127, -0.0390124598052352, -0.0784981289762072]","[-0.0093212330499225, -0.0096092855538834, 0.0178120308934351, -0.0115259165867328, -0.0115259165867328]",0.4639240737031754,0.3126507905730161,0.4749717884684851
720,outfit,[-0.0775272459723055],[0.0215145537412839],-1.0,,
721,over,[0.0253815236501395],[0.0524747790784058],1.0,,0.0
722,overbearing,[0.7632501288317144],[-0.0584947483347899],-1.0,,
723,pale,[-0.0892955401213839],[-0.0387901252953055],1.0,,
724,pantyhose,[-0.1061608100571902],[-0.0101331017109004],1.0,,
725,park,[-0.0854674371075816],[0.0014115845052711],-1.0,,
726,part,[0.00401047244668],[-0.0004781550700125],-1.0,,
727,passionate,[0.1893021948635578],[0.0460513793458014],1.0,,0.0
728,passive,[0.2225312404334545],[0.0774941891093423],1.0,,0.0
729,pasta,[-0.1009846293600276],[-0.0105054664242824],1.0,,
730,payed,[0.2143676060368307],[0.1197795261363692],1.0,,0.0
731,peaceful,[-0.0268212463706731],[0.0269630592501111],-1.0,,
732,people,"[-0.0465985091868788, -0.200945709599182, -0.0635927321854978, 0.0169249781756661, -0.1471087150275707, 0.0040481159230694, 0.0162406197632662, -0.0311541892588138, 0.0350809085648506, -0.0437084834557026, -0.0352165643125772, -0.0650141676887869, 0.0528202614514157, -0.0074193114414811, 0.0690800524316728, 0.0040378557750955, 0.0172158073401078, -0.0145518584176898, -0.0298208020249148, 0.0101949050440453, -0.0092223077081143, 0.0923761609010398, 0.0284630366950295, -0.096182967419736, -0.0245381442364305, 0.0542565071373246, -0.0043969841984411, 0.0450252759037539, -0.0126860332675278, 0.0490352171473205, 0.0269957683049142, 0.0010747944470494, 0.0080248796148225, -0.0372935816994868, -0.0405301974678877, -0.0898460389580577, -0.0705987418768927, -0.0314106232835911, -0.0534987450737389, -0.0438697339268401, 0.3065950194140896, -0.0550321640330366]","[-0.0201989195388429, -0.0811679710118745, 0.0359864755127547, -0.0015747994737851, -0.0193692408110028, -0.0131860626996182, -0.0131860626996182, -0.0413754788507602, -0.023587454022219, -0.02473008064046, -0.0146730922883462, -0.0123265740345226, -0.0118357368922568, 0.0242563011504087, -0.1483738365169565, -0.0136860493420693, -0.013536472223499, -0.021616207845482, 0.0291437602580792, 0.0291437602580792, -0.0128850630061731, -0.0318710077172659, -0.0349631563771578, -0.0841793462533301, -0.0265575745275735, 0.1259529180845911, -0.0209984324759481, 0.0580998741861174, 0.0244012133347257, -0.0120943745864562, -0.0104532658603096, 0.0255299628886176, -0.0060640784530271, -0.0162614356696407, -0.023123586340151, -0.0910429871669381, -0.0216611993593142, -0.0271051168303359, -0.02671234784385, 0.0281996641755936, -0.0069604627405086, -0.0065256778052546]",0.23672425154062052,0.20818594499079957,0.17376603384193884
733,perfect,[-0.0099513016175478],[0.0084669349348753],-1.0,,
734,person,"[0.0216876795748248, 0.0020519429817795]","[0.0206988613735814, 0.0093768514450166]",0.9457099802689657,1.0,0.2044422093140586
735,personalities,[-0.015299548045732],[0.0241590402346341],-1.0,,
736,peru,[0.0138403393793851],[0.0525409069660176],1.0,,0.0
737,pharmacist,[0.2625363101251423],[0.0772481510126521],1.0,,0.0
738,physicist,[0.1993086804868653],[0.0263601893579335],1.0,,0.0
739,piece,"[-0.0103360750363208, 0.0154811036190949, 0.0881940447725355]","[-0.0248344259602044, 0.0147171835716683, -0.0302541702172436]",-0.579347075013699,-0.3697883971506176,0.6532378122385266
740,pilot,"[-0.0383357871323823, 0.1646081865765154]","[0.0326448641297568, -0.0344883901886593]",-0.8632456292289092,-1.0,0.8325546111576977
741,pink,[-0.0584348275442607],[-0.0093435528193373],1.0,,
742,pitch,[-0.1889453227013291],[0.0203563938457292],-1.0,,
743,pizza,[-0.1773694776493357],[-0.1914939096060465],1.0,,
744,pizzas,[-0.0171085707843303],[0.0088632898200345],-1.0,,
745,place,"[-0.0814391610329039, -0.0452057751826942, 0.0247546779355616]","[-0.0319034837618337, -0.0346407936787178, 0.0457672815305428]",0.8369493868567804,0.9315183138105716,0.3267387531495836
746,play,[-0.0596075018838746],[-0.0030060164297197],1.0,,
747,played,[0.0154193977359682],[0.0122683442830987],1.0,,0.0
748,players,[-0.0399153344333171],[-0.0322555353549003],1.0,,
749,plcae,[-0.0867778877727687],[-0.0506965886270334],1.0,,
750,plumber,[0.2147648823447525],[0.0779386990328134],1.0,,0.0
751,poet,[0.2250089175067842],[0.0807492671774734],1.0,,0.0
752,poland,[0.0705166403786279],[0.0016659709179682],1.0,,0.0
753,policeman,[0.0887373075820505],[-0.0208951700386377],-1.0,,
754,political,[0.1318761182483285],[0.0269737809256405],1.0,,0.0
755,pond,[-0.0324194250861182],[-0.0176090817650411],1.0,,
756,poor,"[0.4480089396238327, 0.3266814570233691, 0.345282613299787]","[0.1393406391864775, -0.0920419125640618, -0.0943160902514619]",-0.0016622769535606765,0.988577855523964,0.5046220619971399
757,popcorn,[-0.0609948984492803],[-0.0221868834916232],1.0,,
758,popped,[0.0066811789874918],[-0.0091350877708795],-1.0,,
759,popular,"[0.1045410297811031, -0.0495810760185122, 0.0403130014892667]","[0.0771002403609017, 0.0329609540663664, 0.0108196023189197]",0.6624329768632782,0.5786474293761973,0.37428598762391996
760,portuguese,[-0.0168030713684856],[-0.0052958900118387],1.0,,
761,possessive,[0.5456407805904746],[-0.0068478119422466],-1.0,,
762,powdered,[-0.0559138654207345],[-0.032889025278645],1.0,,
763,powerful,"[0.0314856069744564, 0.2582580909365788, 0.0799068317282944]","[0.0949665965646832, 0.0817700267022987, 0.014720610545757]",0.7362434868676319,0.16475846688733659,0.3378100807329724
764,present,"[-0.1037300701718777, 0.0080902444169623]","[-0.0079196252664557, -0.0167220984959806]",0.3564557420017045,-1.0,0.8325546111576977
765,pride,[-0.0902357641607523],[0.0131250810876187],-1.0,,
766,prioritized,[0.1486312844790518],[0.0290870116453812],1.0,,0.0
767,prisoners,[0.1743887381162494],[-0.057020380858667],-1.0,,
768,producer,"[0.0402636292856186, -0.0534084122627973]","[0.0648257482420555, 0.0316083439268613]",0.19112774855126238,1.0,0.3602261997831679
769,produces,[-0.1351756206713616],[0.0085916358087188],-1.0,,
770,professional,[0.1455179722979664],[0.0400304442554691],1.0,,0.0
771,professionally,[0.1275282567366957],[0.0200084326779105],1.0,,0.0
772,professions,[0.0617098312359303],[-0.0158441763681142],-1.0,,
773,professor,[0.0950378878042101],[-0.0553566414785613],-1.0,,
774,profits,[-0.0993642336688935],[-0.0632975871081703],1.0,,
775,promotes,[-0.0855928871314972],[-0.0390394540868278],1.0,,
776,pronoun,[0.097193400375545],[0.0484892313992646],1.0,,0.0
777,proper,[0.0390536319464445],[0.0163465332510374],1.0,,0.0
778,prosecutor,[-0.0112056559883058],[0.0002487194442578],-1.0,,
779,prospects,[-0.0335655522067099],[-0.0077093120613176],1.0,,
780,protective,[0.3814416327513754],[-0.0060755674555819],-1.0,,
781,proud,[0.0060804074164479],[-0.006278072712626],-1.0,,
782,published,[0.0446553698857314],[-0.0316151184849399],-1.0,,
783,puerto,[0.090685639064759],[-0.0329312601640165],-1.0,,
784,pulled,[0.2096182859968394],[0.1029456608071131],1.0,,0.0
785,purple,[-0.0509304694132879],[-0.0669872182983575],1.0,,
786,pushed,[0.2727767317555845],[0.0932873295964428],1.0,,0.0
787,quickly,[0.0358998971641995],[-0.0107820930651407],-1.0,,
788,quite,"[-0.0589970480650663, 0.0186479873955249]","[-0.0448407558157527, -0.0338921559742187]",0.5789382744376036,1.0,0.0
789,quran,[-0.0079366715508513],[0.110127159005923],-1.0,,
790,racial,[0.3515099867508979],[0.0773969186947935],1.0,,0.0
791,read,"[-0.0282643388491123, 0.1775846827658824, -0.111215200566221]","[0.0669133849006111, 0.0457117062580398, -0.0261065155444512]",0.5071860377517641,0.5539326086243209,0.25006811618766256
792,reading,[0.0707553643733263],[0.0735542094267435],1.0,,0.0
793,ready,[0.0247011689934879],[0.0220632478391004],1.0,,0.0
794,real,[-0.0210456615313887],[-0.008648229498126],1.0,,
795,really,"[-0.0247889454476535, 0.0491569330333732]","[-0.0109219886616983, 0.01226780588107]",0.9662970740985387,1.0,0.0
796,referred,[0.1135021441150456],[-0.0082294802700012],-1.0,,
797,related,[0.023465330916224],[-0.0354611582259167],-1.0,,
798,relationship,[-0.1136960006551817],[0.0061081085088059],-1.0,,
799,relaxed,[-0.0057541355490684],[-0.0105920685304908],1.0,,
800,religion,"[0.0515355931129306, 0.0776472629004274]","[0.0598847254901705, 0.0533927296428233]",0.9672355448668755,-1.0,0.09210056499590262
801,reporting,[0.1011145036900416],[-0.0133569078100645],-1.0,,
802,required,[0.0296324789524078],[0.0455559859091579],1.0,,0.0
803,researcher,[0.231138277798891],[-0.0943254847376769],-1.0,,
804,restaurant,"[-0.003134889237117, -0.0248602386564016]","[-0.0641803459568136, -0.0277489846971091]",0.5085725669940704,-1.0,0.8325546111576977
805,resulted,[0.0132137659238651],[-0.0386629683151892],-1.0,,
806,revealed,[-0.0769039855804294],[0.0011477940599875],-1.0,,
807,rice,[0.0385909545002505],[0.0981087106694488],1.0,,0.0
808,rich,[0.018041230039671],[-0.0042667298334937],-1.0,,
809,rico,[-0.1219572527334094],[-0.0204383998789751],1.0,,
810,riding,[0.0802034230473509],[0.1675111516269333],1.0,,0.0
811,right,[0.0453220194904133],[-0.0036852328798714],-1.0,,
812,rolled,[-0.039307052094955],[-0.0408969424447352],1.0,,
813,room,"[-0.069735596596729, -0.0544488584855571]","[-0.0030745419159183, -0.0240626360256064]",0.7103540796063864,-1.0,0.8325546111576977
814,rowdy,[0.3571309726685285],[0.0073735963581219],1.0,,0.0
815,runners,[0.2107046467717737],[0.0940602453534099],1.0,,0.0
816,running,"[0.0557246315293014, -0.2380679668858647, 0.0393139223087928]","[0.077138852740197, -0.1256945867591583, 0.0360132005555779]",0.9479535649390388,0.9897578049328613,0.029807172085164042
817,s,"[0.014647307456471, 0.032056320036645, -0.0248080167220905, 0.0296904514543712, -0.0572527102194726, 0.0120833257678896, -0.0322073432616889, 0.0165515911066904, 0.0121475187285492, -0.0987821569433435, 0.0669230570638319, -0.0478718075901269, -0.0064063362951856, -0.0394233950646594, -0.0097621997119858, 0.0157470699050463]","[-0.023459703196835, -0.0043475614519378, 0.0368365478902392, -0.0032833899764019, -0.0112159338250873, -0.0116303516460826, 0.046978315636332, -0.0202152919234258, -0.0202152919234258, 0.0085905906653797, -0.0116466229080367, 0.0653921942929299, -0.0659749471564064, -0.0095139122417467, -0.0223470494090145, 0.0133190340131685]",-0.3365202024221866,-0.3552862353890037,0.3037288549971051
818,sales,[0.1991303474314918],[-0.0029169096349774],-1.0,,
819,sandwich,[-0.1011362320568878],[-0.0458530257730493],1.0,,
820,satanic,[0.645232979382854],[-0.1569058711250889],-1.0,,
821,saudi,"[0.1179638630710542, 0.0888864060398191]","[0.1174817787900822, 0.0362212269645854]",0.9405078515988532,1.0,0.14641052268914664
822,sausages,[-0.0628680483496282],[0.0019804453780542],-1.0,,
823,saw,"[0.0350295545067638, 0.0461181277642026]","[0.0990732190654377, 0.0990732190654377]",0.9907925669652494,,0.04844442226376661
824,scholarly,[0.2189299520105123],[-0.0426492651652262],-1.0,,
825,school,"[-0.1204020800651051, -0.072760832728818, -0.1018850076943636]","[-0.00204330716513, 0.0821697673978912, -0.0334584078053564]",-0.15075240334344775,0.7890162954629244,0.4144573493039843
826,secret,[0.3341756949666887],[-0.0273450345910819],-1.0,,
827,see,[0.0281378016952658],[-0.0019545913275146],-1.0,,
828,seem,[-0.0174293971213046],[-0.008103713563905],1.0,,
829,seniors,[-0.016152573749423],[-0.0104800757096829],1.0,,
830,servant,[0.092758095706813],[0.0524902739243106],1.0,,0.0
831,serves,[0.0903702538817015],[0.0707512550963612],1.0,,0.0
832,set,[-0.012875631575298],[-0.002535387871244],1.0,,
833,several,[0.00418227649061],[0.0066870130637989],1.0,,0.0
834,she,"[0.0912372032180428, 0.048894322477281]","[0.0152634676030129, 0.0301154128116085]",0.8197959813519652,-1.0,0.22447024144852432
835,sheriff,[0.1362055768258869],[0.0307592177235294],1.0,,0.0
836,shop,[0.0761123178526759],[0.0401751293298842],1.0,,0.0
837,should,[0.0333991900552064],[0.0349463587355671],1.0,,0.0
838,show,"[-0.0512042153277434, 0.0051308483816683]","[-0.0069311519704983, -0.0016669862635151]",0.9441160156701544,1.0,0.0
839,showed,"[0.1215501306578517, -0.0238929328043013]","[-0.1117967745257153, 0.0317837555654214]",-0.9965659988757279,-1.0,0.8325546111576977
840,shy,"[0.3702937709167599, 0.0955583424220094]","[0.2446654209560856, 0.0308651770342823]",0.9919385815425423,1.0,0.09068277971932917
841,side,[-0.0040048548253253],[0.0274224552123785],-1.0,,
842,sidewalk,[0.0606443956494331],[-0.0444534052232448],-1.0,,
843,sierra,[0.0519522672984749],[0.0018252799390443],1.0,,0.0
844,since,[-0.000673352042213],[-0.0515104639617045],1.0,,
845,singer,"[0.2317729454953223, 0.0156809734180569]","[-0.0469567715823746, -0.0243644689304841]",-0.9166914375572031,-1.0,0.7570127966444296
846,single,[-0.0538886252325028],[0.0071854554797409],-1.0,,
847,sister,"[-0.0131320047512417, 0.1652476079761982, -0.0127192358486354]","[-0.0171257669990909, 0.147976371241801, 0.1125497766165641]",0.7488991796190919,0.6674904935849066,0.42094321314341593
848,sits,[0.0078639741404913],[0.1118048034789162],1.0,,0.0
849,skills,"[-0.0230032969266176, -0.0458700383605901]","[-0.0184995378349403, 0.0011811230982182]",0.39041116442277674,-1.0,0.8325546111576977
850,skyscrapers,[-0.0636268325615674],[0.0054346064075621],-1.0,,
851,slaved,[0.3580106562003493],[-0.0397376103812008],-1.0,,
852,slippery,[0.0592609071172773],[0.007541946679993],1.0,,0.0
853,sloppy,[-0.0263113100663758],[-0.0956485954317954],1.0,,
854,slow,[0.1670103389769792],[0.2031469137489508],1.0,,0.0
855,slowly,[0.3245024103671312],[0.0814211640865664],1.0,,0.0
856,smart,"[0.0483974265953293, 0.1865329212450888, 0.161238023545593]","[0.0346955511986485, -0.0114640307705538, -0.0247695965052168]",-0.4014641548444981,-0.9258017487892658,0.5638389259467708
857,smell,[0.1273357148529612],[0.1187611693388087],1.0,,0.0
858,smile,[-0.0265295262506697],[-0.0180865234491551],1.0,,
859,smiled,[-0.0618707886897027],[-0.0175946831740809],1.0,,
860,so,"[-0.0090876453905366, -0.1113423188216984, -0.0554455081000924, -0.0062925666861701]","[-0.0073490203812946, -0.0128943022103752, 0.0258928514032398, -0.015006208510894]",0.03865640111368951,-0.09374407912535959,0.5218185141697094
861,soccer,"[-0.0581241871695965, 0.1052498996286885, 0.102841981453821]","[0.0041910484597826, 0.2052943176490594, 0.1389136625386777]",0.9088822835028868,0.95017552222849,0.09224302746031911
862,society,[-0.0453823943389579],[0.0035601818799806],-1.0,,
863,software,[-0.0485663518775254],[0.0964888200064845],-1.0,,
864,soldier,[0.2372523876838386],[0.0715145406175389],1.0,,0.0
865,some,"[-0.0405828769435174, -0.1732000769115984, 0.0157237600069493, -0.0529631961253471]","[0.0006261740128708, 0.0499486282751759, -0.026069893665288, 0.0391171417271127]",-0.873298518444713,-0.8566683984777896,0.5668176557957902
866,soup,[-0.1825490840710699],[-0.2039703677148489],1.0,,
867,south,"[0.0079031895147636, 0.0953913077246397, 0.0871943747915793]","[-0.0117197691420999, 0.0141900477928894, 0.0090929382158084]",0.7727220875924308,0.9948197662726923,0.12290698210857925
868,space,[-0.0482554010741296],[-0.0111890677192239],1.0,,
869,spaceship,[-0.2153173485130537],[-0.2242220269614646],1.0,,
870,speak,"[0.2064897501841187, -0.0269142639590427, 0.1146313091740012, 0.0783429057337343]","[0.190942143402439, 0.0116036728664808, -0.0068052874696868, 0.0423602169908772]",0.8489234464840373,0.7480879401232925,0.37504997099854603
871,speaking,"[0.0512922229245305, 0.1249794152099639]","[-0.0208413748189658, 0.1002940113889298]",0.8285232548600263,1.0,0.3365916517401269
872,spent,[-0.0655692312866449],[0.0075080009545348],-1.0,,
873,spoke,"[0.0573334589716978, 0.1407056078314781, 0.0968487835489213]","[0.0454379000095017, 0.0164410822653447, -0.0097148320646106]",0.44789267546916844,-0.4997182296063416,0.4386962550499842
